time,TIMESTAMP,Hs,Fc_wpl,LE_wpl,Hc,tau,u_star,Ts_mean,stdev_Ts,cov_Ts_Ux,cov_Ts_Uy,cov_Ts_Uz,co2_mean,stdev_co2,cov_co2_Ux,cov_co2_Uy,cov_co2_Uz,h2o_Avg,stdev_h2o,cov_h2o_Ux,cov_h2o_Uy,cov_h2o_Uz,Ux_Avg,stdev_Ux,cov_Ux_Uy,cov_Ux_Uz,Uy_Avg,stdev_Uy,cov_Uy_Uz,Uz_Avg,stdev_Uz,press_mean,rho_a_mean,wnd_dir_compass,wnd_dir_csat3,wnd_spd,rslt_wnd_spd,std_wnd_dir,Fc_irga,LE_irga,co2_wpl_LE,co2_wpl_H,h2o_wpl_LE,h2o_wpl_H,n_Tot,csat_warnings,irga_warnings,del_T_f_Tot,sig_lck_f_Tot,amp_h_f_Tot,amp_l_f_Tot,chopper_f_Tot,detector_f_Tot,pll_f_Tot,sync_f_Tot,agc_Avg,,panel_temp_Avg,batt_volt_Avg,RH,Es,Ws,q,theta,theta_std,th,utemp,v_rot,phi,u_rot,w_rot,tke,diss_FSR
11,8/19/16 11:00,100.7561,-0.1648008,91.07757,95.38554,0.1934367,0.4429585,8.541107,0.5334715,0.3145841,0.1873541,0.1017267,570.4399,2.304427,-1.261155,-0.7672616,-0.3944179,5.103643,0.193588,0.1143735,0.06354377,0.03517346,-4.578404,1.222962,0.4910943,0.1619951,-2.068424,0.9825929,0.1107106,0.4105612,0.6111028,79.8703,0.9858543,155.6875,-155.6875,5.100523,5.023966,9.923582,-0.3944179,85.82323,0.03296035,0.1966568,0.7195354,4.534799,18000,0,0,0,0,0,0,0,0,0,0,44,6.84504,13.75346,,61.24,11.114944,0.00865590233436547,5.30087458956541,300.393780252391,0.568890946713179,0.424332,-5.023959,1.268645E-15,-0.089434220754715,-5.040549365767,2.44257417760589,1.41728574637113,0.381107068631
11.5,8/19/16 11:30,185.5614,-0.3221652,148.0727,176.7913,0.3278957,0.5779938,9.752563,0.7104003,0.5588381,0.1696917,0.1881806,565.0523,2.954585,-2.220852,-0.6556839,-0.7362362,4.867363,0.2500368,0.1997277,0.06432706,0.05696449,-4.18674,1.379837,0.4622534,0.3053174,-2.152768,1.106577,0.1356046,0.4783311,0.6716477,79.84872,0.9814977,152.7884,-152.7884,4.822157,4.707794,12.47407,-0.7362362,138.9934,0.05309923,0.3609718,1.116049,7.963332,18000,0,0,0,0,0,0,0,0,0,0,44,8.037428,13.72401,,52.2,12.059915,0.00939434855903833,4.90384994781801,301.708986422892,0.75762535409592,0.474932822576203,-4.70778099420778,2.0343260409561E-15,-0.113755823054371,-4.73164924246581,2.57815906047583,1.78978671820664,0.33582756830591
12,8/19/16 12:00,139.5759,-0.1917025,121.672,132.3559,0.3074524,0.5602934,10.26541,0.5996547,0.462515,0.2292296,0.1418535,563.2402,2.241591,-1.727446,-0.8360093,-0.5049828,4.732869,0.2128178,0.1547992,0.08982667,0.04710962,-4.83218,1.461404,0.7046952,0.2656779,-2.183119,1.146286,0.1672318,0.4459933,0.6613253,79.81393,0.9793702,155.6871,-155.6871,5.399643,5.302446,10.86745,-0.5049828,114.9475,0.04386172,0.2694186,0.8993037,5.82526,18000,0,0,0,0,0,0,0,0,0,0,44,9.517279,13.66457,,52.37,12.48084,0.00973,5.09375388307395,302.29360,0.639597466745419,0.424339500047432,-5.30244963394854,-2.08184425254387E-15,-0.0920357508239097,-5.32099747500536,2.58955754315862,1.94351219871604,0.42469521193520
12.5,8/19/16 12:30,155.948,-0.1977588,133.2359,148.0225,0.2307493,0.486096,10.96931,0.6587971,0.4598697,0.1778832,0.1589499,561.2448,2.452084,-1.847362,-0.734129,-0.546072,4.778723,0.2338713,0.1704142,0.06986744,0.05150223,-4.80044,1.49953,0.6141444,0.204134,-2.17154,1.143769,0.119004,0.4035731,0.6866259,79.78503,0.9765539,155.6599,-155.6599,5.376433,5.268779,11.46185,-0.546072,125.6654,0.04792234,0.3003909,0.9956059,6.574888,18000,0,0,0,0,0,0,0,0,0,0,44,9.950208,13.65591,,48.77,13.07964,0.01020,4.9729886400526,303.07578,0.702752104314369,0.42482,-5.26876,9.29548E-16,-0.0838727959542959,-5.28404600436509,2.53924116913667,2.01412643640591,0.41881713264370
13,8/19/16 13:00,160.9208,-0.2062876,174.4638,150.5172,0.2065027,0.4604754,11.6483,0.6797511,0.6766402,0.3694155,0.1644659,559.8998,2.331914,-2.286363,-1.180405,-0.57459,4.641584,0.2472726,0.2019961,0.1042884,0.06827369,-5.007708,1.704334,1.216199,0.1940361,-2.061433,1.313723,0.08549798,0.4619148,0.7296961,79.7519,0.9738967,157.6254,-157.6254,5.528984,5.41539,11.61024,-0.57459,166.5878,0.06354057,0.3047619,1.285277,6.590714,18000,0,0,0,0,0,0,0,0,0,0,44,10.99225,13.62131,,43.54,13.6811,0.0107,4.64578097108972,303.8362,0.725190292709682,0.390511,-5.415408,-1.166866E-15,-0.0919804832696272,-5.43494327352136,2.48857244644215,2.5815394513201,0.44307912579593
13.5,8/19/16 13:30,149.7765,-0.2353694,166.5293,139.8249,0.1176021,0.3478215,12.18113,0.5980706,0.3612478,0.1999315,0.1533621,558.7485,2.160213,-1.228461,-0.520333,-0.5786313,4.230655,0.2510749,0.09980822,0.01986532,0.06549849,-4.599672,1.464277,0.9791317,0.1088092,-1.388547,1.230905,-0.05288361,0.3175808,0.6765451,79.73196,0.9720802,163.2021,-163.2021,4.926821,4.804699,12.7526,-0.5786313,159.8163,0.06092076,0.2823411,1.125502,5.587456,18000,0,0,0,0,0,0,0,0,0,0,44,12.91653,13.5419,,40.59,14.17002,0.01105,4.48691051002629,304.42638,0.63809534436002,0.293180,-4.804690,4.771613E-16,-0.0689348265447726,-4.81515352001865,1.69257650787509,2.058473762044,0.34778555132022
14,8/19/16 14:00,184.6614,-0.2807209,230.8568,170.8212,0.2416517,0.4993752,13.05679,0.6951587,0.578115,0.2487703,0.1896779,557.1119,2.436578,-2.120588,-0.7395443,-0.7094991,3.956113,0.3263511,0.2431487,0.05724239,0.09137084,-4.525605,1.462905,0.7310482,0.2482547,-1.653629,1.13801,0.02361703,0.391725,0.6718493,79.71237,0.9690272,159.928,-159.928,4.927915,4.818247,12.08351,-0.7094991,222.9448,0.08497991,0.3437982,1.472422,6.439531,18000,0,0,0,0,0,0,0,0,0,0,44,14.93375,13.47328,,35.16,15.00699,0.01171,4.11725024598946,305.38210,0.741733007844823,0.350323,-4.818256,-1.727631E-15,-0.086342,-4.834087,2.021561,1.94326964051774,0.350526
14.5,8/19/16 14:30,180.5399,-0.2811967,228.0787,166.8269,0.2407373,0.4991148,13.80657,0.7015846,0.5740322,0.1233764,0.1859548,556.3196,2.41276,-1.666958,-0.2112569,-0.7006636,3.53841,0.2980331,0.1113398,-0.0457378,0.09063172,-3.632866,1.784992,0.5363114,0.1948913,-1.395486,1.471866,-0.1551643,0.2852849,0.7477489,79.68142,0.9663678,158.9868,-158.9868,4.164256,3.89167,20.72373,-0.7006636,221.1414,0.08436859,0.3350983,1.309346,5.627986,18000,0,0,0,0,0,0,0,0,0,0,44,16.67835,13.41568,,31.22,15.75793,0.01230,3.84030206594477,306.21612,0.748672579143707,0.366749,-3.891670,-1.230986E-15,-0.0783680515880123,-3.9020601619106,1.66179886151968,2.9558571897356,0.2283911026075
15,8/19/16 15:00,146.8739,-0.2739506,211.5285,134.1368,0.3283703,0.5833544,14.17322,0.5557579,0.2022275,0.1510407,0.1515033,556.163,2.035262,-0.2979832,-0.06847954,-0.6219835,3.187637,0.2916791,-0.04794407,-0.02760369,0.08455072,-3.15723,1.73746,0.716054,-0.0481863,-0.6648592,1.838075,-0.3368735,0.1840187,0.8358857,79.64768,0.9649369,168.1082,-168.1082,3.783067,3.226475,31.0693,-0.6219835,206.3038,0.07877403,0.2692589,1.10164,4.123091,18000,0,0,0,0,0,0,0,0,0,0,44,17.31143,13.39997,,28.1,16.13704,0.01260,3.54117511537045,306.64452,0.59313032614739,0.207550575573979,-3.22647470604135,9.5487950879658E-16,-0.0582189911896683,-3.23171559348729,0.844928598688649,3.54799593034474,0.15665978515783
15.5,8/19/16 15:30,375.1923,-0.6635945,286.1029,357.938,0.5073414,0.7257872,14.62597,0.7413926,0.3214006,-0.3144614,0.3877473,555.0946,2.824508,-0.9982257,1.356599,-1.485601,3.214728,0.2712162,0.04676937,0.04313278,0.1122945,-1.477573,1.991524,0.1482596,0.3022395,0.203596,2.111712,-0.4314336,-0.00906668,0.9258444,79.62489,0.9631228,187.8454,172.1546,2.863843,1.491534,56.07074,-1.485601,273.9986,0.1046216,0.717385,1.478388,10.62589,18000,0,0,0,0,0,0,0,0,0,0,44,17.60359,13.40278,,30.03,16.61623,0.01298,3.89788791967935,307.15286,0.791312957371829,-0.136929,-1.491534,1.008166E-18,0.00613612065658096,-1.49156142980861,-0.212577815155763,4.5,0.03337133248339
16,8/19/16 16:00,195.234,-0.4125849,174.189,184.7274,0.5104329,0.7282661,14.70211,0.5403526,-0.1986908,-0.2268769,0.2019173,555.0708,2.238274,0.6743925,1.277936,-0.8470668,3.380179,0.1997171,-0.04867417,-0.05429518,0.06861476,-0.8216965,2.099649,0.07406473,0.1018361,0.1717764,2.42098,-0.5205029,-0.006195663,0.9380635,79.59518,0.9624065,191.8076,168.1924,2.832044,0.8394598,67.94279,-0.8470668,167.42,0.06398246,0.3704993,0.9506968,5.818255,17994,6,0,0,0,6,0,0,0,0,0,44,19.18503,13.34712,,29.15,16.69803,0.01305,3.80371094910162,307.26692,0.576797845491741,-0.2060830,-0.8394595,-2.1692043E-16,0.0075399439941402,-0.83948236313323,-0.177840962422389,5.0,0.01057095957018
16.5,8/19/16 16:30,148.3464,-0.2104926,130.5499,140.4781,0.7989599,0.9108153,14.46472,0.4036602,0.2741055,0.1495839,0.1533166,556.2133,1.110056,-0.6827602,-0.1594346,-0.5408552,3.307108,0.1179239,0.06855358,0.01473404,0.05144579,-4.601124,1.9,2.191372,0.6383277,0.7851304,2.304822,-0.5298567,-0.3119245,1.0,79.58176,0.9630845,189.6836,170.3164,5.26253,4.667626,27.23399,-0.5408552,125.5277,0.04803372,0.2823289,0.6968561,4.325343,17963,37,0,0,0,37,0,0,0,0,0,44,20.55541,13.30394,,30.95,16.44415,0.01285,3.97785388769647,307.02832,0.430906711811897,-0.169010974534712,-4.66763021332883,1.24392263156636E-15,0.0676895373578612,-4.67803895527144,-1.09261047822891,4.961102225842,0.32826072700556
17,8/19/16 17:00,123.5722,-0.2099363,116.3605,116.5544,0.2997063,0.5581291,14.68259,0.3873813,0.05620754,-0.07467121,0.1278412,555.2407,1.297279,-0.2275269,0.4697655,-0.4867036,3.452256,0.1336371,0.03033841,-0.06127283,0.04588033,-2.619588,1.976681,1.100791,0.1154602,2.211915,2.379432,-0.2893203,-0.1162436,1.006657,79.56928,0.962114,220.1769,139.8231,4.14601,3.428534,33.69564,-0.4867036,111.948,0.04281224,0.2339551,0.6495004,3.763016,17965,35,0,0,0,35,0,0,0,0,0,44,21.71784,13.26524,,32.55,16.67703,0.01304,4.24340615026689,307.27468,0.413547557154725,-0.701219,-3.428529,1.106411E-15,0.0443456722320385,-3.43031132716135,-2.30073162181028,4.9,0.17650553701877
17.5,8/19/16 17:30,98.43215,-0.1605677,107.1196,91.96638,0.5692795,0.769776,14.96557,0.3881137,0.2959284,0.09449096,0.1019804,554.0523,1.283051,-0.8320614,-0.04055178,-0.3844109,3.694172,0.1508727,0.09553919,0.01519255,0.04232255,-2.871001,2.295275,2.545962,0.05355817,0.4104503,2.247594,-0.5901298,0.1240373,0.9839258,79.54456,0.9607198,188.1361,171.8639,3.785284,2.900189,39.16794,-0.3844109,103.267,0.03947521,0.184368,0.6422154,3.210329,18000,0,0,0,0,0,0,0,0,0,0,44,22.4028,13.25507,,32.21,16.98383,0.01328,4.27766099649442,307.60411,0.414366249735135,-0.142001948153893,-2.90019244029962,-5.41953198984757E-16,-0.0431766525599587,-2.90284340862018,-0.287661478338045,4.8,0.12639749782454
18,8/19/16 18:00,127.7534,-0.2840245,110.8663,121.0585,0.4513088,0.6857656,15.13306,0.3459528,0.02009714,0.01693237,0.1325033,553.077,1.292161,0.04406071,0.2338289,-0.5669094,3.909606,0.1473222,0.06267118,-0.00793186,0.04334257,-2.24145,2.171049,1.737819,-0.2890137,-0.134286,1.466527,-0.3709841,-0.1029392,0.9069298,79.515,0.959671,176.5715,-176.5715,2.872889,2.245457,37.85375,-0.5669094,105.7559,0.04040883,0.242476,0.696969,4.413499,18000,0,0,0,0,0,0,0,0,0,0,44,22.72765,13.25412,,33.4,17.16776,0.0134293453607697,4.48540135049708,307.815646209938,0.369392792938084,0.059838802216252,-2.24546895598581,1.99119887245303E-18,0.0458930249204684,-2.24782723473083,0.0315310412975302,3.84333843212902,0.07579090915796
18.5,8/19/16 18:30,35.71763,-0.1491563,94.16444,30.03059,0.2167253,0.475308,15.21081,0.3608979,-0.06781778,0.135763,0.03705954,552.5412,1.583748,0.2729051,-0.3902173,-0.2445005,4.12781,0.1684028,-0.02458582,-0.003763319,0.03779465,-0.1813399,1.454416,-0.1319304,0.1061192,-0.04696808,1.236951,-0.1994431,0.0599035,0.6595847,79.51768,0.9593106,165.4791,-165.4791,1.549151,0.1873232,75.94501,-0.2445005,92.21895,0.03522362,0.06012055,0.6420649,1.303427,18000,0,0,0,0,0,0,0,0,0,0,44,22.71002,13.25554,,35.23,17.25373,0.01350,4.7546904211763,307.89570,0.385346782020528,0.253436555289496,-0.187323676749354,-3.36752703500309E-17,-0.3190525,-0.196659773157642,0.104958051626411,2.04021282696554,0.000580125995676
19,8/19/16 19:00,35.79827,-0.1238904,59.68912,32.19593,0.2017756,0.4585153,15.0133,0.2288224,-0.0256127,0.07663949,0.03712595,553.2993,0.8398795,0.08830762,-0.1333466,-0.2106126,4.175577,0.1103658,0.02826814,0.02391005,0.02375377,-0.8773527,1.34166,0.6498594,-0.1030233,0.4591604,1.402493,-0.1832635,-0.0416451,0.6713101,79.50246,0.9597565,207.6252,152.3748,1.901261,0.9902413,56.06967,-0.2106126,57.95921,0.02215903,0.06456316,0.4080346,1.32188,18000,0,0,0,0,0,0,0,0,0,0,44,22.33871,13.26123,,37.98,17.0361,0.0133284366734022,5.06214024855816,307.701651223727,0.244337257093377,-0.4821507,-0.9902404,-3.7195514E-16,0.0474312,-0.9911013,-0.4960579,2.10884771050551,0.0147342
19.5,8/19/16 19:30,-10.76919,-0.05840785,32.98552,-12.75797,0.04990926,0.2279789,14.74826,0.1649443,-0.03494949,0.0463806,-0.01116267,553.5797,0.6664261,-0.1776657,0.2966068,-0.04547347,4.268589,0.1021164,0.04432399,-0.04069953,0.01358761,-1.260381,2.013843,-1.082687,-0.03443772,0.5757771,1.449799,0.03892791,0.05830495,0.5808622,79.4761,0.9602662,204.5522,155.4478,2.336743,1.385667,51.67578,-0.04547347,33.15376,0.01267628,-0.02561066,0.2384986,-0.4067392,18000,0,0,0,0,0,0,0,0,0,0,44,21.67807,13.28164,,37.67,16.74779,0.0131072421712089,4.93749812589439,307.447798430304,0.176144732165549,-0.428517412361598,-1.38566934513448,1.17336307337013E-16,-0.0462268259269436,-1.38688336984045,-0.522743920443865,3.24744083221942,0.02885168222310
20,8/19/16 20:00,-36.13541,0.0002466887,44.56097,-38.82105,0.1778569,0.4303281,14.63271,0.2360898,-0.07408446,0.04566932,-0.03744882,554.2711,0.3453689,0.1131481,-0.1340778,0.06083804,4.254319,0.08301576,0.03886276,-0.01471141,0.01868632,-3.167572,2.145602,1.530286,0.1524435,1.42529,1.914467,-0.1051354,-0.05430814,0.9400137,79.45803,0.9604425,204.2259,155.7741,4.031303,3.47347,30.13106,0.06083804,45.59463,0.01745132,-0.07804267,0.326833,-1.36049,17992,8,0,0,0,8,0,0,0,0,0,44,21.40021,13.28208,,37.27,16.62346,0.01301,4.84990591300313,307.34439,0.252137716530569,-0.422823104010595,-3.47346569859039,1.18410214966502E-15,0.017143357626617,-3.47388627275556,-1.47481544765474,4.57620879634034,0.18101828754059
20.5,8/19/16 20:30,-89.54694,0.1425329,71.29719,-93.84225,0.5226431,0.7375818,14.5198,0.3232848,0.05539349,-0.02341998,-0.09277746,554.8453,1.080434,-0.3197956,0.008760989,0.3030075,4.258539,0.1156887,-0.01862252,0.02104803,0.03038548,-2.137343,1.976626,1.062275,0.07821894,-0.9630198,1.814406,-0.5383745,-0.0282479,0.9041128,79.44776,0.9606935,155.7451,-155.7451,3.012155,2.344281,38.14114,0.3030075,74.14057,0.02839933,-0.188874,0.5318469,-3.375227,17996,4,0,0,0,4,0,0,0,0,0,44,21.49371,13.2858,,38.16,16.5027,0.0129200749352458,4.9303005952898,307.235161871816,0.345272454246841,0.423326734708957,-2.34427861715306,-1.62691216054611E-16,0.0132155931286493,-2.3444472056598,0.937265416161864,4.00826971591792,0.0824464905019
21,8/19/16 21:00,-82.15953,0.2326696,67.65462,-86.23137,0.4093888,0.6525935,14.25311,0.2790188,-0.1776433,0.0004243106,-0.0850715,555.6572,1.318133,0.8633475,0.01660454,0.3796051,4.36105,0.09180497,0.05746737,0.009155147,0.02881607,-2.075431,1.94656,0.4385919,0.3106997,0.5672804,1.550212,-0.2912697,-0.03395425,0.9146215,79.4277,0.9612812,195.2874,164.7126,2.70277,2.151564,36.57945,0.3796051,70.31122,0.02695824,-0.1738938,0.5162564,-3.172858,18000,0,0,0,0,0,0,0,0,0,0,44,20.59154,13.31889,,40.84,16.22070,0.012702464240854,5.18768639596477,306.972502814188,0.29801730178985,-0.266814238676028,-2.1515624294882,8.17830303478928E-16,0.0163586364328339,-2.15182997194935,-0.600033204225398,3.51439278340313,0.06945558342269
21.5,8/19/16 21:30,-49.77614,0.140195,36.01234,-51.9437,0.2121062,0.4697019,14.27138,0.2348028,-0.08644876,0.007061411,-0.05153342,555.4134,0.9601983,0.3699501,-0.08852056,0.2304475,4.367278,0.05821485,0.01188394,-0.001468255,0.01543447,-2.545343,1.552555,0.1230917,0.1904519,1.438303,1.490472,0.1113607,-0.04853432,0.8668804,79.44373,0.9614106,209.4696,150.5304,3.265967,2.923605,26.22537,0.2304475,37.66011,0.01443118,-0.1046837,0.2768766,-1.92465,18000,0,0,0,0,0,0,0,0,0,0,44,18.66743,13.38063,,39.35,16.23989,0.01271,5.00332209541165,306.97430,0.250776142851414,-0.514341,-2.923608,-7.531397E-16,0.0190655794426364,-2.92400240820535,-1.48055780011544,2.69170771935658,0.12824685124786
22,8/19/16 22:00,-56.03568,0.2105086,34.92318,-58.13625,0.1744479,0.4257767,14.08309,0.2690763,-0.01250058,0.03954813,-0.05796145,556.5008,1.653798,-0.04897094,-0.2077554,0.3137487,4.410415,0.07213295,-0.004179217,-0.01229911,0.01509737,-0.6458219,1.30872,0.70821,-0.08822012,0.8940634,1.272574,-0.1583722,-0.06406396,0.558058,79.46555,0.9622812,234.1577,125.8423,1.834739,1.102922,51.1563,0.3137487,36.83759,0.01413142,-0.1173715,0.2732683,-2.18768,18000,0,0,0,0,0,0,0,0,0,0,44,17.08155,13.42395,,40.88,16.04311,0.01256,5.13346878784897,306.74911,0.287358655900492,-0.9452308,-1.1029213,-4.5984574E-16,0.0988740995805893,-1.10385846662406,-0.931576421229801,1.82181067762,0.01827755271506
22.5,8/19/16 22:30,-47.05254,0.1682552,26.45554,-48.64403,0.06146984,0.2527522,14.12262,0.2645205,-0.05442452,0.114064,-0.04867294,556.1017,1.520851,0.2340317,-0.5940323,0.255619,4.397015,0.07166593,0.01285046,-0.03840601,0.01150782,-1.709994,1.220445,0.09259391,0.00326848,2.144259,1.487232,-0.06380004,-0.01269128,0.7089789,79.47034,0.9622148,231.4285,128.5715,3.045058,2.742615,25.52752,0.255619,28.07909,0.01076441,-0.09812833,0.2076747,-1.831224,18000,0,0,0,0,0,0,0,0,0,0,44,15.96324,13.45908,,41.19,16.08425,0.01259,5.18534692123011,306.78603,0.282488442801208,-0.897597,-2.742613,3.289099E-16,0.00742169094213953,-2.74263166963268,-2.1521718964055,2.10199805024711,0.11283042712908
23,8/19/16 23:00,-38.02742,0.1393909,24.17404,-39.48032,0.04745898,0.2219818,13.87104,0.2780813,-0.1072618,0.08068829,-0.03929973,557.1172,1.425602,0.4994181,-0.3788756,0.2094024,4.468533,0.07677587,0.02671018,-0.02301349,0.01044539,-1.765139,1.041165,0.02082288,0.02707304,2.043149,1.184787,0.04117239,0.06791622,0.6461225,79.47945,0.9631276,229.1753,130.8247,2.899713,2.700036,21.25554,0.2094024,25.48676,0.00977986,-0.0797913,0.1913995,-1.504111,18000,0,0,0,0,0,0,0,0,0,0,44,15.1597,13.49099,,40.54,15.82402,0.01238,5.02037338356035,306.50732,0.296960644474614,-0.858270,-2.700032,-8.996478E-16,-0.0384574441828463,-2.70064698067261,-1.99874894744593,1.45260953880012,0.10940241171324
23.5,8/19/16 23:30,-57.41759,0.176294,30.67485,-59.26073,0.07407441,0.277273,13.79224,0.2861635,-0.06274409,0.09105484,-0.05931556,557.5768,1.417893,0.2546902,-0.3799494,0.2835934,4.444417,0.07702917,0.0249371,-0.0329495,0.01339723,-1.127831,1.019338,0.07150924,0.009106278,1.417434,1.3836,-0.07633913,-0.1330697,0.5696257,79.48727,0.9635026,231.4912,128.5088,2.080582,1.811386,29.13584,0.2835934,32.68924,0.01254874,-0.1198482,0.2440619,-2.258443,18000,0,0,0,0,0,0,0,0,0,0,44,14.61423,13.50204,,40.48,15.74327,0.01232,4.98687349393915,306.41454,0.305582958123664,-0.898692,-1.811387,-4.33953E-16,0.117444297340357,-1.81450108766341,-1.50028772184872,1.63893617817225,0.04938621295698